timestamp,POE,AOE,HR,FE,PS
1669303885657804786,-0.349055,1.36556,-0.000191878,0.335357,3.84067e-05
1669303885698974443,-0.349055,1.3528,-0.000191878,0.335541,3.84067e-05
1669303885699251342,-0.349055,1.34594,-0.000191878,0.335541,3.84067e-05
1669303885719434277,-0.349055,1.33904,-0.000191878,0.335556,3.84067e-05
1669303885738903683,-0.349055,1.33255,-0.000191878,0.335602,3.84067e-05
1669303885781640619,-0.349055,1.32565,-0.000191878,0.335771,3.84067e-05
1669303885781753200,-0.349055,1.31867,-0.000191878,0.335817,3.84067e-05
1669303885825879262,-0.349055,1.30443,-0.000191878,0.33597,3.84067e-05
1669303885869970999,-0.34907,1.29028,-0.000191878,0.336154,3.84067e-05
1669303885913662245,-0.349086,1.28287,-0.000191878,0.33617,3.84067e-05
1669303885913802849,-0.349086,1.27544,-0.000191878,0.33617,3.84067e-05
1669303885957884788,-0.349116,1.26157,-0.000191878,0.336354,3.84067e-05
1669303885999484572,-0.349116,1.2544,-0.000191878,0.336415,3.84067e-05
1669303885999602292,-0.349116,1.24745,-0.000191878,0.336431,3.84067e-05
1669303885999918786,-0.349132,1.24036,-0.000191878,0.336569,3.84067e-05
1669303886019002449,-0.349132,1.23336,-0.000191878,0.336753,3.84067e-05
1669303886038416020,-0.349132,1.22629,-0.000191878,0.336875,3.84067e-05
1669303886081732083,-0.349147,1.21167,-0.000191878,0.336952,3.84067e-05
1669303886125871130,-0.349147,1.19759,-0.000191878,0.33709,3.84067e-05
1669303886169981402,-0.349147,1.18325,-0.000191878,0.337152,3.84067e-05
1669303886213819835,-0.349147,1.16943,-0.000191878,0.337581,3.84067e-05
1669303886257973289,-0.349147,1.15496,-0.000191878,0.337704,3.84067e-05
1669303886301030075,-0.349147,1.14083,-0.000191878,0.337888,3.84067e-05
1669303886301330018,-0.349147,1.13369,-0.000191878,0.338087,3.84067e-05
1669303886318758376,-0.349147,1.12687,-0.000191878,0.338087,3.84067e-05
1669303886338477521,-0.349147,1.11933,-0.000191878,0.338149,3.84067e-05
1669303886381612074,-0.349147,1.1052,-0.000191878,0.338409,3.84067e-05
1669303886425893948,-0.349147,1.09092,-0.000191878,0.338455,3.84067e-05
1669303886470160223,-0.349147,1.07682,-0.000191878,0.33864,3.84067e-05
1669303886513697311,-0.349147,1.06996,-0.000191878,0.338686,3.84067e-05
1669303886513791888,-0.349147,1.06266,-0.000191878,0.338716,3.84067e-05
1669303886557822050,-0.349147,1.04847,-0.000191878,0.338916,3.84067e-05
1669303886599294164,-0.349147,1.03437,-0.000191878,0.339115,3.84067e-05
1669303886599630615,-0.349147,1.02707,-0.000191878,0.339115,3.84067e-05
1669303886618435135,-0.349147,1.01968,-0.000191878,0.339176,3.84067e-05
1669303886638336973,-0.349147,1.01288,-0.000191878,0.33933,3.84067e-05
1669303886681861787,-0.349147,0.998939,-0.000191878,0.339422,3.84067e-05
1669303886725853838,-0.349147,0.98455,-0.000145858,0.33979,3.84067e-05
1669303886769773403,-0.349147,0.970299,-9.98381e-05,0.339897,3.84067e-05
1669303886814148151,-0.349147,0.95568,-6.91581e-05,0.339959,3.84067e-05
1669303886857858303,-0.349147,0.941874,-7.79801e-06,0.340112,3.84067e-05
1669303886899608710,-0.349147,0.927822,7.542e-06,0.34025,3.84067e-05
1669303886899949910,-0.349147,0.920889,7.542e-06,0.340526,3.84067e-05
1669303886918912315,-0.349147,0.913924,7.542e-06,0.340664,3.84067e-05
1669303886938697855,-0.349147,0.9065,7.542e-06,0.340726,3.84067e-05
1669303886981914201,-0.349147,0.892218,7.542e-06,0.340787,3.84067e-05
1669303887025821162,-0.349147,0.885131,7.542e-06,0.340848,3.84067e-05
1669303887025878700,-0.349147,0.878259,7.542e-06,0.340864,3.84067e-05
1669303887069658733,-0.349147,0.863747,7.542e-06,0.341017,3.84067e-05
1669303887113810595,-0.349147,0.849711,7.542e-06,0.341217,3.84067e-05
1669303887157820319,-0.349147,0.835046,7.542e-06,0.341247,3.84067e-05
1669303887199705909,-0.349147,0.828235,7.542e-06,0.341339,3.84067e-05
1669303887199878122,-0.349147,0.821194,7.542e-06,0.341447,3.84067e-05
1669303887200242736,-0.349147,0.814414,7.542e-06,0.341493,3.84067e-05
1669303887219577701,-0.349147,0.80728,7.542e-06,0.341523,3.84067e-05
1669303887239079788,-0.349147,0.800178,7.542e-06,0.341585,3.84067e-05
1669303887281812909,-0.349132,0.793045,7.542e-06,0.341692,3.84067e-05
1669303887281985923,-0.349116,0.78582,7.542e-06,0.34183,3.84067e-05
1669303887325813946,-0.349101,0.77117,7.542e-06,0.341922,3.84067e-05
1669303887369641790,-0.349086,0.757471,7.542e-06,0.341984,3.84067e-05
1669303887413778993,-0.34907,0.743082,7.542e-06,0.34203,3.84067e-05
