time,POE,UAE,HR,FE,PS,J1,J2,J3,J4,J5
1669716139.1392365,-168.70023032798883,0.015945655949463445,168.7121641529596,0.055777126209707255,-0.03341311802563053,0.0,0.0,0.0,0.0,0.0
1669716139.1469247,-168.70023032798883,0.015945655949463445,168.7121641529596,0.05547540229310001,-0.03362221105606926,0.0,0.0,0.0,0.0,0.0
1669716139.1490753,-167.33631922925971,0.01641972681598036,167.3534870795941,0.05547540229310001,-0.03362221105606926,0.0,0.0,0.0,0.0,0.0
1669716139.1516736,-166.03857979088076,0.01106995589566699,166.06337315461943,0.06082517323586671,-0.029908005803626507,0.0,0.0,0.0,0.0,0.0
1669716139.153665,-166.03857979088076,0.01106995589566699,166.06337315461943,0.06065160401722933,-0.033153453199296266,0.0,0.0,0.0,0.0,0.0
1669716139.1557164,-164.07123968969216,0.0120850007215828,164.09960553197743,0.06065160401722933,-0.033153453199296266,0.0,0.0,0.0,0.0,0.0
1669716139.1571538,-164.76059244639353,0.0048525176462240775,164.78676900644223,0.06788408722104915,-0.03336137461018205,0.0,0.0,0.0,0.0,0.0
1669716139.1585078,-164.76059244639353,0.0048525176462240775,164.78676900644223,0.0682446228638769,-0.03311887893786574,0.0,0.0,0.0,0.0,0.0
1669716139.1615057,-166.2250469000118,0.0051303080847264464,166.24264736375056,0.0682446228638769,-0.03311887893786574,0.0,0.0,0.0,0.0,0.0
1669716139.1627026,-161.78304170311804,0.00252358804973189,161.81268373352157,0.07589851938100667,-0.033597988162808165,0.0,0.0,0.0,0.0,0.0
1669716139.166078,-161.78304170311804,0.00252358804973189,161.81268373352157,0.07754739697703837,-0.030153049031689815,0.0,0.0,0.0,0.0,0.0
1669716139.1673443,-166.02244708283337,0.001907995931073416,166.03739850037803,0.07754739697703837,-0.030153049031689815,0.0,0.0,0.0,0.0,0.0
1669716139.1697311,-167.00029043675545,0.0036668231486188183,167.01188346440705,0.07930622414249328,-0.030607824045520978,0.0,0.0,0.0,0.0,0.0
1669716139.1717649,-167.00029043675545,0.0036668231486188183,167.01188346440705,0.08291564220458443,-0.027980264446393694,0.0,0.0,0.0,0.0,0.0
1669716139.1747906,-164.03034138121564,0.004531175253241586,164.05150996125766,0.08291564220458443,-0.027980264446393694,0.0,0.0,0.0,0.0,0.0
1669716139.1768453,-160.7169260153138,0.00511711703192347,160.74780943443898,0.0835015842854307,-0.027314321186067508,0.0,0.0,0.0,0.0,0.0
1669716139.1780262,-160.7169260153138,0.00511711703192347,160.74780943443898,0.08743408386200906,-0.02861655961141015,0.0,0.0,0.0,0.0,0.0
1669716139.1800706,-155.03045690915198,0.005296649786419992,155.0757190185116,0.08743408386200906,-0.02861655961141015,0.0,0.0,0.0,0.0,0.0
1669716139.182085,-148.97588948141902,0.006081055544168632,149.0373155692832,0.0882184897853636,-0.0241018772320039,0.0,0.0,0.0,0.0,0.0
1669716139.182085,-148.97588948141902,0.006081055544168632,149.0373155692832,0.09262144807401888,-0.02575450800099233,0.0,0.0,0.0,0.0,0.0
1669716139.1852684,-144.79079101612706,0.006206853524119263,144.85949896241053,0.09262144807401888,-0.02575450800099233,0.0,0.0,0.0,0.0,0.0
1669716139.186289,-146.2935239993571,0.005207086659097227,146.36058265809785,0.08653114689008676,-0.02550781766344505,0.0,0.0,0.0,0.0,0.0
1669716139.1882865,-146.2935239993571,0.005207086659097227,146.36058265809785,0.10033448893388904,-0.024420734137071905,0.0,0.0,0.0,0.0,0.0
1669716139.18985,-140.47411466856207,0.00734673460613468,140.54879812262456,0.10033448893388904,-0.024420734137071905,0.0,0.0,0.0,0.0,0.0
1669716139.191234,-137.39528212008133,0.008795574597702185,137.47214042372846,0.09650523500462653,-0.023960825398355236,0.0,0.0,0.0,0.0,0.0
1669716139.192618,-137.39528212008133,0.008795574597702185,137.47214042372846,0.10871905675288626,-0.023718771907896632,0.0,0.0,0.0,0.0,0.0
1669716139.1936157,-137.93487334739925,0.009084306187586027,138.01081468568356,0.10871905675288626,-0.023718771907896632,0.0,0.0,0.0,0.0,0.0
1669716139.195671,-136.3770431325991,0.009843818483858222,136.45381145425196,0.11098488478849128,-0.023453513985671796,0.0,0.0,0.0,0.0,0.0
1669716139.195671,-136.3770431325991,0.009843818483858222,136.45381145425196,0.11551045850552359,-0.022127420071140467,0.0,0.0,0.0,0.0,0.0
1669716139.199865,-141.28753635335573,0.010807355444580615,141.35662187811326,0.11551045850552359,-0.022127420071140467,0.0,0.0,0.0,0.0,0.0
1669716139.2010155,-140.10271164853407,0.01099441324327652,140.17348768904952,0.12184224641538104,-0.021335079747479092,0.0,0.0,0.0,0.0,0.0
1669716139.203029,-140.10271164853407,0.01099441324327652,140.17348768904952,0.1218959736803251,-0.022865787017503608,0.0,0.0,0.0,0.0,0.0
1669716139.2044184,-145.1201992120277,0.011584124421719275,145.1804608735962,0.1218959736803251,-0.022865787017503608,0.0,0.0,0.0,0.0,0.0
1669716139.2058978,-141.44128701056562,0.013812865945972063,141.50625448044215,0.12806490230668702,-0.021964682824150584,0.0,0.0,0.0,0.0,0.0
1669716139.207252,-141.44128701056562,0.013812865945972063,141.50625448044215,0.12942046406455163,-0.023045059930445217,0.0,0.0,0.0,0.0,0.0
1669716139.2086391,-147.95942170308192,0.012682194090922987,148.0130113579365,0.12942046406455163,-0.023045059930445217,0.0,0.0,0.0,0.0,0.0
1669716139.209987,-146.17459109918855,0.016861614149962754,146.23275393230242,0.1335998841814581,-0.021051298335997642,0.0,0.0,0.0,0.0,0.0
1669716139.2113523,-146.17459109918855,0.016861614149962754,146.23275393230242,0.1452828860727893,-0.02067960699756321,0.0,0.0,0.0,0.0,0.0
1669716139.2129104,-149.53755133331882,0.01589752412449778,149.5858164823652,0.1452828860727893,-0.02067960699756321,0.0,0.0,0.0,0.0,0.0
1669716139.2141712,-150.31903890871553,0.020873884872868606,150.36635975426054,0.15025924661146697,-0.020290266196939948,0.0,0.0,0.0,0.0,0.0
1669716139.2155888,-150.31903890871553,0.020873884872868606,150.36635975426054,0.16289822451209313,-0.01963475681908739,0.0,0.0,0.0,0.0,0.0
1669716139.2169986,-154.95129458062164,0.01872188038986203,154.98555953785305,0.16289822451209313,-0.01963475681908739,0.0,0.0,0.0,0.0,0.0
1669716139.2183504,-155.84577839589497,0.018617994164023467,155.8769964750781,0.16279433817574654,-0.02068857683117747,0.0,0.0,0.0,0.0,0.0
1669716139.2197163,-155.84577839589497,0.018617994164023467,155.8769964750781,0.16914899910797945,-0.02220957257176622,0.0,0.0,0.0,0.0,0.0
1669716139.2213156,-159.7934147425539,0.0185157514804627,159.811001235821,0.16914899910797945,-0.02220957257176622,0.0,0.0,0.0,0.0,0.0
1669716139.2228265,-157.8981838197494,0.01722076756788381,157.9209059753272,0.1678540159485287,-0.02178206093215144,0.0,0.0,0.0,0.0,0.0
1669716139.2242353,-157.8981838197494,0.01722076756788381,157.9209059753272,0.17038660816669027,-0.023116185227456728,0.0,0.0,0.0,0.0,0.0
1669716139.2256215,-160.10416695378646,0.01683378308361328,160.11686373492975,0.17038660816669027,-0.023116185227456728,0.0,0.0,0.0,0.0,0.0
1669716139.2269554,-157.182891998207,0.016267640224932052,157.20474879663135,0.1698204661253401,-0.021189433509098066,0.0,0.0,0.0,0.0,0.0
1669716139.2283523,-157.182891998207,0.016267640224932052,157.20474879663135,0.17135320764675868,-0.024925912648887986,0.0,0.0,0.0,0.0,0.0
1669716139.229779,-153.13967169738652,0.01732626083563393,153.17664578806261,0.17135320764675868,-0.024925912648887986,0.0,0.0,0.0,0.0,0.0
1669716139.2311108,-154.46111364487763,0.017513973000792157,154.49520291355736,0.17154091942426763,-0.025066318739338088,0.0,0.0,0.0,0.0,0.0
1669716139.2325053,-154.46111364487763,0.017513973000792157,154.49520291355736,0.172523042719577,-0.026116259588836614,0.0,0.0,0.0,0.0,0.0
1669716139.2338786,-149.58441916664142,0.018354208535165856,149.63477579985414,0.172523042719577,-0.026116259588836614,0.0,0.0,0.0,0.0,0.0
1669716139.2352498,-154.14592782044244,0.016206045707485506,154.1834923828854,0.1703748794599484,-0.030177436341343195,0.0,0.0,0.0,0.0,0.0
1669716139.2367404,-154.14592782044244,0.016206045707485506,154.1834923828854,0.17101224851214883,-0.02776832022376131,0.0,0.0,0.0,0.0,0.0
1669716139.2377577,-149.33426712176995,0.016171384895000276,149.3868257921819,0.17101224851214883,-0.02776832022376131,0.0,0.0,0.0,0.0,0.0
1669716139.2377577,-149.36668949517025,0.013747314884885804,149.4184671866133,0.16858817861054126,-0.02849721978030811,0.0,0.0,0.0,0.0,0.0
1669716139.2410557,-149.36668949517025,0.013747314884885804,149.4184671866133,0.16357798312280805,-0.029546612310615082,0.0,0.0,0.0,0.0,0.0
1669716139.242073,-145.46486781198772,0.01302421641644791,145.5237718220628,0.16357798312280805,-0.029546612310615082,0.0,0.0,0.0,0.0,0.0
1669716139.2443213,-142.30722601140056,0.012835512312023945,142.37175429755288,0.16294484892077146,-0.02742222895432936,0.0,0.0,0.0,0.0,0.0
1669716139.245926,-142.30722601140056,0.012835512312023945,142.37175429755288,0.155184674090408,-0.027891312726049867,0.0,0.0,0.0,0.0,0.0
1669716139.2475522,-142.84985841493148,0.013002915488304734,142.91307301774887,0.155184674090408,-0.027891312726049867,0.0,0.0,0.0,0.0,0.0
1669716139.2485883,-140.11402564031692,0.015235337195231752,140.1795888921984,0.15278339316280884,-0.027849900491900705,0.0,0.0,0.0,0.0,0.0
1669716139.250376,-140.11402564031692,0.015235337195231752,140.1795888921984,0.14436419186918478,-0.029231039531736242,0.0,0.0,0.0,0.0,0.0
1669716139.2513762,-139.59181165645325,0.014690287390165577,139.65890364424624,0.14436419186918478,-0.029231039531736242,0.0,0.0,0.0,0.0,0.0
1669716139.2513762,-138.01689523565395,0.015273002708685549,138.08570045879543,0.14133766197573439,-0.028380173297351284,0.0,0.0,0.0,0.0,0.0
1669716139.2544775,-138.01689523565395,0.015273002708685549,138.08570045879543,0.13692228627433464,-0.027382117372382702,0.0,0.0,0.0,0.0,0.0
1669716139.2555006,-137.04033195762318,0.015883962943018016,137.10979414051076,0.13692228627433464,-0.027382117372382702,0.0,0.0,0.0,0.0,0.0
1669716139.257404,-135.73646015812625,0.017164627817782895,135.80615473429478,0.13412760954730146,-0.027503566307017877,0.0,0.0,0.0,0.0,0.0
1669716139.2588284,-135.73646015812625,0.017164627817782895,135.80615473429478,0.1298214108477609,-0.02643894070329354,0.0,0.0,0.0,0.0,0.0
1669716139.2601988,-133.95588149455472,0.017658897129694293,134.02690456097812,0.1298214108477609,-0.02643894070329354,0.0,0.0,0.0,0.0,0.0
