time,POE,UAE,HR,FE,PS,J1,J2,J3,J4,J5
1669645599.0241587,161.45087848284606,2.3573872631849095,-56.80805125223431,0.14793679191799217,-0.025410999506985492,0.0,0.0,0.0,0.0,0.0
1669645599.0262318,161.44325244777463,2.3543374424623194,-56.80289850625589,0.14488682896754423,-0.02446163548974624,0.0,0.0,0.0,0.0,0.0
1669645599.0271583,161.44325244777463,2.3543374424623194,-56.80289850625589,0.14871709767763924,-0.024697216769620226,0.0,0.0,0.0,0.0,0.0
1669645599.0281682,161.4377726068726,2.352206863625846,-56.80131136963039,0.14871709767763924,-0.024697216769620226,0.0,0.0,0.0,0.0,0.0
1669645599.029161,161.42768933620476,2.3489985754548686,-56.79551725858101,0.1455090683153646,-0.024415334996516207,0.0,0.0,0.0,0.0,0.0
1669645599.0301638,161.42768933620476,2.3489985754548686,-56.79551725858101,0.14213552811302654,-0.02411784216369865,0.0,0.0,0.0,0.0,0.0
1669645599.0311675,161.41889430831444,2.3462257268488433,-56.78960139598217,0.14213552811302654,-0.02411784216369865,0.0,0.0,0.0,0.0,0.0
1669645599.0311675,161.4147326175243,2.344888388580381,-56.786438332278024,0.14079828973219488,-0.023230193988169574,0.0,0.0,0.0,0.0,0.0
1669645599.0323164,161.4147326175243,2.344888388580381,-56.786438332278024,0.13916368840924986,-0.024849460800325244,0.0,0.0,0.0,0.0,0.0
1669645599.0335047,161.40717802836818,2.3420268895015957,-56.78166786528657,0.13916368840924986,-0.024849460800325244,0.0,0.0,0.0,0.0,0.0
1669645599.0341754,161.41527856400114,2.3445759827943413,-56.78753993275992,0.1417125576064403,-0.02629512846792172,0.0,0.0,0.0,0.0,0.0
1669645599.0341754,161.41527856400114,2.3445759827943413,-56.78753993275992,0.13902174052446653,-0.026692017432740234,0.0,0.0,0.0,0.0,0.0
1669645599.0351753,161.41008656844426,2.343104063815392,-56.78456487550638,0.13902174052446653,-0.026692017432740234,0.0,0.0,0.0,0.0,0.0
1669645599.0364928,161.41298099418066,2.3439392834319035,-56.7865677811898,0.13985684011972604,-0.02711774243763871,0.0,0.0,0.0,0.0,0.0
1669645599.0371761,161.41298099418066,2.3439392834319035,-56.7865677811898,0.13730375114387913,-0.02728505716861583,0.0,0.0,0.0,0.0,0.0
1669645599.0371761,161.4214229037047,2.34693348124754,-56.791956712644236,0.13730375114387913,-0.02728505716861583,0.0,0.0,0.0,0.0,0.0
1669645599.0383637,161.4227566923603,2.3473119979666497,-56.793806586514634,0.13768220916381313,-0.028407010370229545,0.0,0.0,0.0,0.0,0.0
1669645599.0391674,161.4227566923603,2.3473119979666497,-56.793806586514634,0.1377255251903539,-0.02909114725958628,0.0,0.0,0.0,0.0,0.0
1669645599.0401669,161.43161879727063,2.351059530242066,-56.79967046655701,0.1377255251903539,-0.02909114725958628,0.0,0.0,0.0,0.0,0.0
1669645599.0413587,161.43720772102176,2.3540826574688105,-56.80105998967927,0.14074917594991562,-0.027365169826196054,0.0,0.0,0.0,0.0,0.0
1669645599.0421705,161.43720772102176,2.3540826574688105,-56.80105998967927,0.14578763558625774,-0.027610913625953932,0.0,0.0,0.0,0.0,0.0
1669645599.0431733,161.42810499731846,2.351720234912368,-56.79466805275959,0.14578763558625774,-0.027610913625953932,0.0,0.0,0.0,0.0,0.0
1669645599.0441628,161.4309626144557,2.352115663247913,-56.796451766892865,0.14618272018136425,-0.02785722908169273,0.0,0.0,0.0,0.0,0.0
1669645599.0441628,161.4309626144557,2.352115663247913,-56.796451766892865,0.15093119092040014,-0.028467680987579822,0.0,0.0,0.0,0.0,0.0
1669645599.0451756,161.42498836097835,2.3496693760142695,-56.79265289776434,0.15093119092040014,-0.028467680987579822,0.0,0.0,0.0,0.0,0.0
1669645599.0461552,161.42641064410878,2.349863862012794,-56.79367569574807,0.15112550441138972,-0.02872683664187367,0.0,0.0,0.0,0.0,0.0
1669645599.0461552,161.42641064410878,2.349863862012794,-56.79367569574807,0.14967725144797606,-0.028031302804628944,0.0,0.0,0.0,0.0,0.0
1669645599.0471761,161.43620983795444,2.3542004478591387,-56.79794746224236,0.14967725144797606,-0.028031302804628944,0.0,0.0,0.0,0.0,0.0
1669645599.0481694,161.43165538663825,2.3533386558652647,-56.79567366079124,0.14881588330691856,-0.028217004598677094,0.0,0.0,0.0,0.0,0.0
1669645599.0481694,161.43165538663825,2.3533386558652647,-56.79567366079124,0.14563457228625754,-0.028664640507179925,0.0,0.0,0.0,0.0,0.0
