time,POE,UAE,HR,FE,PS,J1,J2,J3,J4,J5
1669288531.8531618,66.40824273187458,132.30354623854987,-161.18208803722607,0.004131641200333045,0.03503097152497276,0.0,0.0,0.0,0.0,0.0
1669288531.8594713,66.4144350059498,132.26725080301927,-161.11485758942067,0.004131641200333045,0.03503097152497276,0.0,0.0,0.0,0.0,0.0
1669288531.861013,66.41270389516674,132.26954109614894,-161.12008762952752,0.003256410420062962,0.0317775181429949,0.0,0.0,0.0,0.0,0.0
1669288531.862848,66.41270389516674,132.26954109614894,-161.12008762952752,0.0032890259925251967,0.03166525257328427,0.0,0.0,0.0,0.0,0.0
1669288531.8649282,66.38808445868541,132.2524555880611,-161.08132575828844,0.0032890259925251967,0.03166525257328427,0.0,0.0,0.0,0.0,0.0
1669288531.8659267,66.38792300848048,132.2532148184786,-161.08545102944146,0.003686078572469971,0.028052910722201452,0.0,0.0,0.0,0.0,0.0
1669288531.868147,66.38792300848048,132.2532148184786,-161.08545102944146,0.0021571539837737814,0.028644485617396593,0.0,0.0,0.0,0.0,0.0
1669288531.8702648,66.39786463601511,132.28016712844328,-161.09838068840372,0.0021571539837737814,0.028644485617396593,0.0,0.0,0.0,0.0,0.0
1669288531.8722656,66.39833851388339,132.2799039510251,-161.10127642191668,0.002486292152875243,0.025427647096616404,0.0,0.0,0.0,0.0,0.0
1669288531.873696,66.39833851388339,132.2799039510251,-161.10127642191668,0.001996442065570028,0.024480370041769662,0.0,0.0,0.0,0.0,0.0
1669288531.8757112,66.46859573758009,132.31047258384615,-161.11669133138741,0.001996442065570028,0.024480370041769662,0.0,0.0,0.0,0.0,0.0
1669288531.877755,66.46883572609491,132.30847073463235,-161.1184025501031,0.002981496179749872,0.021481256142523976,0.0,0.0,0.0,0.0,0.0
1669288531.8797553,66.46883572609491,132.30847073463235,-161.1184025501031,0.0021644804568404794,0.02144938450413713,0.0,0.0,0.0,0.0,0.0
1669288531.8807557,66.56911246950203,132.3271525607285,-161.10709426842632,0.0021644804568404794,0.02144938450413713,0.0,0.0,0.0,0.0,0.0
1669288531.8827944,66.56700368237207,132.33011748483764,-161.1120361334395,0.0008721957426534475,0.019018643656705605,0.0,0.0,0.0,0.0,0.0
1669288531.884657,66.56700368237207,132.33011748483764,-161.1120361334395,0.00046608165230832934,0.019041765851612606,0.0,0.0,0.0,0.0,0.0
1669288531.886703,66.65778206607591,132.34025626454468,-161.08274475697544,0.00046608165230832934,0.019041765851612606,0.0,0.0,0.0,0.0,0.0
1669288531.8885074,66.65699487768346,132.34326972187515,-161.08903583290004,0.001964210217920729,0.014833228335197388,0.0,0.0,0.0,0.0,0.0
1669288531.8895075,66.65699487768346,132.34326972187515,-161.08903583290004,0.0016163945380052041,0.01390180888863139,0.0,0.0,0.0,0.0,0.0
1669288531.8916833,66.72118453587107,132.3159441825143,-161.0183019190421,0.0016163945380052041,0.01390180888863139,0.0,0.0,0.0,0.0,0.0
1669288531.8932903,66.7213966334496,132.31620327854537,-161.01823772104828,0.0016972561497899947,0.014050940887443892,0.0,0.0,0.0,0.0,0.0
1669288531.894398,66.7213966334496,132.31620327854537,-161.01823772104828,0.0017829602981886928,0.013288245437683806,0.0,0.0,0.0,0.0,0.0
1669288531.8956306,66.77216629847545,132.25530803131642,-160.91246373532917,0.0017829602981886928,0.013288245437683806,0.0,0.0,0.0,0.0,0.0
1669288531.8966453,66.77165839335616,132.25710375003874,-160.90455846457454,0.0032499900295127624,0.02245115219958427,0.0,0.0,0.0,0.0,0.0
1669288531.8992703,66.77165839335616,132.25710375003874,-160.90455846457454,0.0042721929455931205,0.02279032762519121,0.0,0.0,0.0,0.0,0.0
1669288531.9003541,66.82116820726728,132.18572572031752,-160.79006887041538,0.0042721929455931205,0.02279032762519121,0.0,0.0,0.0,0.0,0.0
1669288531.9018216,66.82059557562796,132.18710342875593,-160.78079326946659,0.005481768110160217,0.033094212150243496,0.0,0.0,0.0,0.0,0.0
1669288531.9033356,66.82059557562796,132.18710342875593,-160.78079326946659,0.0062579546192815805,0.03263171203157326,0.0,0.0,0.0,0.0,0.0
1669288531.9048517,66.87617048525699,132.1293713512588,-160.67877436193226,0.0062579546192815805,0.03263171203157326,0.0,0.0,0.0,0.0,0.0
1669288531.9073129,66.87788882414196,132.1258031210746,-160.67272635045305,0.003017122167885763,0.035928390188055326,0.0,0.0,0.0,0.0,0.0
