time,a_TOx,a_TOy,a_TOz,a_UAx,a_UAy,a_UAz,a_FAx,a_FAy,a_FAz
1669719832.6015449,0.00024516787379980087,0.012952983379364014,-0.0004452075809240341,-0.0028948932886123657,0.01379406452178955,0.00406748428940773,0.001224614679813385,0.0046396260149776936,-0.0008465051651000977
1669719832.6056476,0.00024516787379980087,0.012952983379364014,-0.0004452075809240341,-0.0028948932886123657,0.01379406452178955,0.00406748428940773,0.0006192512810230255,-0.002711027394980192,-0.008057832717895508
1669719832.6076381,0.002664884552359581,0.013365328311920166,-0.0061622969806194305,-0.0028948932886123657,0.01379406452178955,0.00406748428940773,0.0006192512810230255,-0.002711027394980192,-0.008057832717895508
1669719832.6096385,0.002664884552359581,0.013365328311920166,-0.0061622969806194305,-0.0028342027217149734,0.012329399585723877,0.0035178232938051224,0.0006192512810230255,-0.002711027394980192,-0.008057832717895508
1669719832.6104891,0.002664884552359581,0.013365328311920166,-0.0061622969806194305,-0.0028342027217149734,0.012329399585723877,0.0035178232938051224,-0.00126657634973526,0.0027082497254014015,0.00011837482452392578
1669719832.6126244,0.0016736043617129326,0.016819775104522705,-0.003179602324962616,-0.0028342027217149734,0.012329399585723877,0.0035178232938051224,-0.00126657634973526,0.0027082497254014015,0.00011837482452392578
1669719832.6156242,0.0016736043617129326,0.016819775104522705,-0.003179602324962616,-0.0008178781718015671,0.012897372245788574,-0.007380448281764984,-0.00126657634973526,0.0027082497254014015,0.00011837482452392578
1669719832.6184037,0.0016736043617129326,0.016819775104522705,-0.003179602324962616,-0.0008178781718015671,0.012897372245788574,-0.007380448281764984,-0.0022861622273921967,0.00022823421750217676,-0.0037253499031066895
1669719832.6204042,0.0007101837545633316,0.01445317268371582,0.0025067850947380066,-0.0008178781718015671,0.012897372245788574,-0.007380448281764984,-0.0022861622273921967,0.00022823421750217676,-0.0037253499031066895
1669719832.621403,0.0007101837545633316,0.01445317268371582,0.0025067850947380066,0.00211222842335701,0.00998234748840332,-0.00346444733440876,-0.0022861622273921967,0.00022823421750217676,-0.0037253499031066895
1669719832.6234293,0.0007101837545633316,0.01445317268371582,0.0025067850947380066,0.00211222842335701,0.00998234748840332,-0.00346444733440876,-0.0038154050707817078,0.0006990621332079172,-0.009485125541687012
1669719832.6248815,0.003132583573460579,0.011453628540039062,-0.0028749369084835052,0.00211222842335701,0.00998234748840332,-0.00346444733440876,-0.0038154050707817078,0.0006990621332079172,-0.009485125541687012
