time,TOxx,TOyx,TOzx,TOxy,TOyy,TOzy,TOxz,TOyz,TOzz,UAxx,UAyx,UAzx,UAxy,UAyy,UAzy,UAxz,UAyz,UAzz,FAxx,FAyx,FAzx,FAxy,FAyy,FAzy,FAxz,FAyz,FAzz
1669718927.9218068,0.5281997919082642,0.04803323745727539,-0.8416593074798584,-0.8427872061729431,0.050726041197776794,-0.5291971564292908,0.020181477069854736,0.9939983487129211,0.06610092520713806,0.14077802002429962,0.9861277341842651,-0.0063019441440701485,-0.9855705499649048,0.1409085988998413,0.033176109194755554,0.03373890742659569,0.0014335010200738907,0.9926832914352417,-0.998964250087738,-0.013682348653674126,0.04331526160240173,-0.013752475380897522,0.9931595325469971,-0.001314918976277113,-0.0432930514216423,-0.001911260187625885,-0.999057412147522
1669718927.9268084,0.5281997919082642,0.04803323745727539,-0.8416593074798584,-0.8427872061729431,0.050726041197776794,-0.5291971564292908,0.020181477069854736,0.9939983487129211,0.06610092520713806,0.1408650130033493,0.9861147403717041,-0.006334854289889336,-0.985556960105896,0.14099667966365814,0.03319374471902847,0.033761247992515564,0.0014605075120925903,0.9926823377609253,-0.998964250087738,-0.013682348653674126,0.04331526160240173,-0.013752475380897522,0.9931595325469971,-0.001314918976277113,-0.0432930514216423,-0.001911260187625885,-0.999057412147522
1669718927.9288456,0.5281997919082642,0.04803323745727539,-0.8416593074798584,-0.8427872061729431,0.050726041197776794,-0.5291971564292908,0.020181477069854736,0.9939983487129211,0.06610092520713806,0.1408650130033493,0.9861147403717041,-0.006334854289889336,-0.985556960105896,0.14099667966365814,0.03319374471902847,0.033761247992515564,0.0014605075120925903,0.9926823377609253,-0.9989641904830933,-0.013687362894415855,0.043315187096595764,-0.013757603242993355,0.9931595325469971,-0.0013174319174140692,-0.04329293221235275,-0.0019139922223985195,-0.999057412147522
1669718927.9298453,0.5282109379768372,0.04802560806274414,-0.8416529297828674,-0.8427807688713074,0.05070628225803375,-0.5292097330093384,0.020167768001556396,0.9939999580383301,0.06608428061008453,0.1408650130033493,0.9861147403717041,-0.006334854289889336,-0.985556960105896,0.14099667966365814,0.03319374471902847,0.033761247992515564,0.0014605075120925903,0.9926823377609253,-0.9989641904830933,-0.013687362894415855,0.043315187096595764,-0.013757603242993355,0.9931595325469971,-0.0013174319174140692,-0.04329293221235275,-0.0019139922223985195,-0.999057412147522
1669718927.9322207,0.5282109379768372,0.04802560806274414,-0.8416529297828674,-0.8427807688713074,0.05070628225803375,-0.5292097330093384,0.020167768001556396,0.9939999580383301,0.06608428061008453,0.14098821580410004,0.9860966205596924,-0.006337112747132778,-0.9855395555496216,0.1411198526620865,0.0331747829914093,0.0337429977953434,0.0014612749218940735,0.9926828742027283,-0.9989641904830933,-0.013687362894415855,0.043315187096595764,-0.013757603242993355,0.9931595325469971,-0.0013174319174140692,-0.04329293221235275,-0.0019139922223985195,-0.999057412147522
1669718927.9332194,0.5282109379768372,0.04802560806274414,-0.8416529297828674,-0.8427807688713074,0.05070628225803375,-0.5292097330093384,0.020167768001556396,0.9939999580383301,0.06608428061008453,0.14098821580410004,0.9860966205596924,-0.006337112747132778,-0.9855395555496216,0.1411198526620865,0.0331747829914093,0.0337429977953434,0.0014612749218940735,0.9926828742027283,-0.9989641308784485,-0.013700686395168304,0.043312981724739075,-0.013771604746580124,0.9931591749191284,-0.0013328345958143473,-0.04329048842191696,-0.001929956953972578,-0.9990575313568115
1669718927.9353547,0.5282465815544128,0.048014312982559204,-0.8416310548782349,-0.8427577018737793,0.050731584429740906,-0.5292438864707947,0.020192265510559082,0.9939990639686584,0.06608903408050537,0.14098821580410004,0.9860966205596924,-0.006337112747132778,-0.9855395555496216,0.1411198526620865,0.0331747829914093,0.0337429977953434,0.0014612749218940735,0.9926828742027283,-0.9989641308784485,-0.013700686395168304,0.043312981724739075,-0.013771604746580124,0.9931591749191284,-0.0013328345958143473,-0.04329048842191696,-0.001929956953972578,-0.9990575313568115
1669718927.937622,0.5282465815544128,0.048014312982559204,-0.8416310548782349,-0.8427577018737793,0.050731584429740906,-0.5292438864707947,0.020192265510559082,0.9939990639686584,0.06608903408050537,0.14111293852329254,0.9860784411430359,-0.006340038031339645,-0.9855222105979919,0.1412445604801178,0.033146604895591736,0.03371572867035866,0.001463988795876503,0.9926838874816895,-0.9989641308784485,-0.013700686395168304,0.043312981724739075,-0.013771604746580124,0.9931591749191284,-0.0013328345958143473,-0.04329048842191696,-0.001929956953972578,-0.9990575313568115
1669718927.9396272,0.5282465815544128,0.048014312982559204,-0.8416310548782349,-0.8427577018737793,0.050731584429740906,-0.5292438864707947,0.020192265510559082,0.9939990639686584,0.06608903408050537,0.14111293852329254,0.9860784411430359,-0.006340038031339645,-0.9855222105979919,0.1412445604801178,0.033146604895591736,0.03371572867035866,0.001463988795876503,0.9926838874816895,-0.9989649653434753,-0.013714088127017021,0.04328884184360504,-0.013784399256110191,0.9931591153144836,-0.0013196347281336784,-0.043266505002975464,-0.0019169941078871489,-0.9990585446357727
1669718927.9410617,0.5283299684524536,0.047996580600738525,-0.8415793180465698,-0.8427050113677979,0.05072934925556183,-0.5293279886245728,0.020193010568618774,0.9940000772476196,0.06607481837272644,0.14111293852329254,0.9860784411430359,-0.006340038031339645,-0.9855222105979919,0.1412445604801178,0.033146604895591736,0.03371572867035866,0.001463988795876503,0.9926838874816895,-0.9989649653434753,-0.013714088127017021,0.04328884184360504,-0.013784399256110191,0.9931591153144836,-0.0013196347281336784,-0.043266505002975464,-0.0019169941078871489,-0.9990585446357727
