time,a_TOx,a_TOy,a_TOz,a_UAx,a_UAy,a_UAz,a_FAx,a_FAy,a_FAz
1669634808.6369908,-0.0005866922438144684,0.0006996560841798782,0.014564275741577148,0.0007161330431699753,0.0017660539597272873,0.008345723152160645,-0.005461756139993668,-0.001405986025929451,0.006524264812469482
1669634808.6450279,0.002325756475329399,0.00021630525588989258,0.015994369983673096,0.0007161330431699753,0.0017660539597272873,0.008345723152160645,-0.005461756139993668,-0.001405986025929451,0.006524264812469482
1669634808.6473079,0.002325756475329399,0.00021630525588989258,0.015994369983673096,-0.0001893024891614914,-0.00309522682800889,0.0053899288177490234,-0.005461756139993668,-0.001405986025929451,0.006524264812469482
1669634808.6485941,0.002325756475329399,0.00021630525588989258,0.015994369983673096,-0.0001893024891614914,-0.00309522682800889,0.0053899288177490234,0.0024009421467781067,0.0009528305381536484,0.006030857563018799
1669634808.650267,0.0018096286803483963,-0.0003238283097743988,0.013115942478179932,-0.0001893024891614914,-0.00309522682800889,0.0053899288177490234,0.0024009421467781067,0.0009528305381536484,0.006030857563018799
1669634808.6512687,0.0018096286803483963,-0.0003238283097743988,0.013115942478179932,-0.0007210485637187958,0.0027459384873509407,0.004503130912780762,0.0024009421467781067,0.0009528305381536484,0.006030857563018799
1669634808.6530867,0.0018096286803483963,-0.0003238283097743988,0.013115942478179932,-0.0007210485637187958,0.0027459384873509407,0.004503130912780762,-0.004433846101164818,3.0193477869033813e-05,0.005081534385681152
1669634808.6542003,0.00472574308514595,0.0011392273008823395,0.010693013668060303,-0.0007210485637187958,0.0027459384873509407,0.004503130912780762,-0.004433846101164818,3.0193477869033813e-05,0.005081534385681152
1669634808.6552014,0.00472574308514595,0.0011392273008823395,0.010693013668060303,0.00028493814170360565,0.0017659296281635761,0.004975318908691406,-0.004433846101164818,3.0193477869033813e-05,0.005081534385681152
1669634808.6573906,0.00472574308514595,0.0011392273008823395,0.010693013668060303,0.00028493814170360565,0.0017659296281635761,0.004975318908691406,-2.051517367362976e-05,0.001003773882985115,0.010358929634094238
1669634808.6587417,-0.003084292635321617,-0.0012523084878921509,0.009777545928955078,0.00028493814170360565,0.0017659296281635761,0.004975318908691406,-2.051517367362976e-05,0.001003773882985115,0.010358929634094238
1669634808.659803,-0.003084292635321617,-0.0012523084878921509,0.009777545928955078,0.0027756784111261368,-0.002119326265528798,0.008301138877868652,-2.051517367362976e-05,0.001003773882985115,0.010358929634094238
1669634808.6616766,-0.003084292635321617,-0.0012523084878921509,0.009777545928955078,0.0027756784111261368,-0.002119326265528798,0.008301138877868652,0.001883331686258316,-0.002882629632949829,0.011312425136566162
1669634808.6626773,0.00035105645656585693,0.00022865459322929382,0.013600468635559082,0.0027756784111261368,-0.002119326265528798,0.008301138877868652,0.001883331686258316,-0.002882629632949829,0.011312425136566162
1669634808.664435,0.00035105645656585693,0.00022865459322929382,0.013600468635559082,-0.00017761997878551483,0.002772885374724865,0.0025801658630371094,0.001883331686258316,-0.002882629632949829,0.011312425136566162
1669634808.6658432,0.00035105645656585693,0.00022865459322929382,0.013600468635559082,-0.00017761997878551483,0.002772885374724865,0.0025801658630371094,-0.00014070793986320496,-0.0023848824203014374,0.008435487747192383
1669634808.6668432,0.0018084701150655746,0.00017810799181461334,0.010710358619689941,-0.00017761997878551483,0.002772885374724865,0.0025801658630371094,-0.00014070793986320496,-0.0023848824203014374,0.008435487747192383
1669634808.6687493,0.0018084701150655746,0.00017810799181461334,0.010710358619689941,-0.0006789341568946838,0.0032417811453342438,0.007875502109527588,-0.00014070793986320496,-0.0023848824203014374,0.008435487747192383
1669634808.6697507,0.0018084701150655746,0.00017810799181461334,0.010710358619689941,-0.0006789341568946838,0.0032417811453342438,0.007875502109527588,-0.0010777544230222702,0.001977568492293358,0.009402930736541748
1669634808.6709995,-0.00211469829082489,0.001640239730477333,0.01216578483581543,-0.0006789341568946838,0.0032417811453342438,0.007875502109527588,-0.0010777544230222702,0.001977568492293358,0.009402930736541748
1669634808.6725376,-0.00211469829082489,0.001640239730477333,0.01216578483581543,-0.0011473987251520157,-0.000680738128721714,0.005898118019104004,-0.0010777544230222702,0.001977568492293358,0.009402930736541748
1669634808.6738794,-0.00211469829082489,0.001640239730477333,0.01216578483581543,-0.0011473987251520157,-0.000680738128721714,0.005898118019104004,0.0013323407620191574,-7.109716534614563e-06,0.006033539772033691
1669634808.6756132,-0.0016183741390705109,0.00021483376622200012,0.014571905136108398,-0.0011473987251520157,-0.000680738128721714,0.005898118019104004,0.0013323407620191574,-7.109716534614563e-06,0.006033539772033691
1669634808.6766152,-0.0016183741390705109,0.00021483376622200012,0.014571905136108398,-0.003561628982424736,-0.00022360100410878658,0.002044379711151123,0.0013323407620191574,-7.109716534614563e-06,0.006033539772033691
1669634808.6787055,-0.0016183741390705109,0.00021483376622200012,0.014571905136108398,-0.003561628982424736,-0.00022360100410878658,0.002044379711151123,-0.003532886505126953,5.51026314496994e-05,0.009405553340911865
1669634808.6801925,0.0013120714575052261,-0.0017881430685520172,0.011200904846191406,-0.003561628982424736,-0.00022360100410878658,0.002044379711151123,-0.003532886505126953,5.51026314496994e-05,0.009405553340911865
1669634808.6817718,0.0013120714575052261,-0.0017881430685520172,0.011200904846191406,-0.003001675009727478,-0.004125845618546009,-0.00089263916015625,-0.003532886505126953,5.51026314496994e-05,0.009405553340911865
1669634808.682774,0.0013120714575052261,-0.0017881430685520172,0.011200904846191406,-0.003001675009727478,-0.004125845618546009,-0.00089263916015625,-0.00012869201600551605,0.00046345219016075134,0.009401381015777588
1669634808.6840944,0.003797212615609169,0.0016778353601694107,0.017423629760742188,-0.003001675009727478,-0.004125845618546009,-0.00089263916015625,-0.00012869201600551605,0.00046345219016075134,0.009401381015777588
1669634808.6862614,0.003797212615609169,0.0016778353601694107,0.017423629760742188,-0.0006114393472671509,-0.00023068906739354134,0.004462480545043945,-0.00012869201600551605,0.00046345219016075134,0.009401381015777588
1669634808.688263,0.003797212615609169,0.0016778353601694107,0.017423629760742188,-0.0006114393472671509,-0.00023068906739354134,0.004462480545043945,-0.00263097882270813,-0.0015119556337594986,0.005562186241149902
1669634808.6894972,0.0033000223338603973,0.004602869972586632,0.015973389148712158,-0.0006114393472671509,-0.00023068906739354134,0.004462480545043945,-0.00263097882270813,-0.0015119556337594986,0.005562186241149902
1669634808.691236,0.0033000223338603973,0.004602869972586632,0.015973389148712158,-0.0010297466069459915,-0.0021514047402888536,0.002027451992034912,-0.00263097882270813,-0.0015119556337594986,0.005562186241149902
1669634808.692237,0.0033000223338603973,0.004602869972586632,0.015973389148712158,-0.0010297466069459915,-0.0021514047402888536,0.002027451992034912,-0.00023223645985126495,-0.0034552253782749176,0.004594564437866211
1669634808.6946404,0.0032835081219673157,-0.000732123851776123,0.015512526035308838,-0.0010297466069459915,-0.0021514047402888536,0.002027451992034912,-0.00023223645985126495,-0.0034552253782749176,0.004594564437866211
1669634808.6958847,0.0032835081219673157,-0.000732123851776123,0.015512526035308838,-0.006377469748258591,-0.0027047242037951946,0.004401683807373047,-0.00023223645985126495,-0.0034552253782749176,0.004594564437866211
1669634808.6996617,0.0032835081219673157,-0.000732123851776123,0.015512526035308838,-0.006377469748258591,-0.0027047242037951946,0.004401683807373047,-0.001194927841424942,-0.0009901635348796844,0.005078673362731934
1669634808.7016592,0.0008158106356859207,0.001672305166721344,0.012632012367248535,-0.006377469748258591,-0.0027047242037951946,0.004401683807373047,-0.001194927841424942,-0.0009901635348796844,0.005078673362731934
1669634808.7036602,0.0008158106356859207,0.001672305166721344,0.012632012367248535,-0.004465153440833092,0.0007897228933870792,-0.001797318458557129,-0.001194927841424942,-0.0009901635348796844,0.005078673362731934
1669634808.7059116,0.0008158106356859207,0.001672305166721344,0.012632012367248535,-0.004465153440833092,0.0007897228933870792,-0.001797318458557129,0.0007801689207553864,-0.0009957123547792435,0.0055544376373291016
1669634808.7081146,0.0022994522005319595,0.000273335725069046,0.01887810230255127,-0.004465153440833092,0.0007897228933870792,-0.001797318458557129,0.0007801689207553864,-0.0009957123547792435,0.0055544376373291016
1669634808.709411,0.0022994522005319595,0.000273335725069046,0.01887810230255127,-6.242655217647552e-05,-0.0011388021521270275,0.0025263428688049316,0.0007801689207553864,-0.0009957123547792435,0.0055544376373291016
1669634808.7109334,0.0022994522005319595,0.000273335725069046,0.01887810230255127,-6.242655217647552e-05,-0.0011388021521270275,0.0025263428688049316,0.005670996382832527,0.0047374870628118515,0.0007480382919311523
1669634808.7141752,-0.0016271770000457764,0.0011807754635810852,0.01456838846206665,-6.242655217647552e-05,-0.0011388021521270275,0.0025263428688049316,0.005670996382832527,0.0047374870628118515,0.0007480382919311523
1669634808.7161772,-0.0016271770000457764,0.0011807754635810852,0.01456838846206665,-0.0015735793858766556,0.0032044705003499985,0.0073885321617126465,0.005670996382832527,0.0047374870628118515,0.0007480382919311523
1669634808.7181756,-0.0016271770000457764,0.0011807754635810852,0.01456838846206665,-0.0015735793858766556,0.0032044705003499985,0.0073885321617126465,0.0031547676771879196,-0.004438485950231552,0.0036257505416870117
1669634808.7205217,-0.00015396066009998322,-0.0012596715241670609,0.015050888061523438,-0.0015735793858766556,0.0032044705003499985,0.0073885321617126465,0.0031547676771879196,-0.004438485950231552,0.0036257505416870117
1669634808.7220888,-0.00015396066009998322,-0.0012596715241670609,0.015050888061523438,-0.0035084225237369537,0.004189024213701487,0.005949258804321289,0.0031547676771879196,-0.004438485950231552,0.0036257505416870117
1669634808.7240865,-0.00015396066009998322,-0.0012596715241670609,0.015050888061523438,-0.0035084225237369537,0.004189024213701487,0.005949258804321289,0.002718910574913025,0.0014571938663721085,0.008917272090911865
1669634808.7260137,0.0022897887974977493,-0.0007137805223464966,0.017439544200897217,-0.0035084225237369537,0.004189024213701487,0.005949258804321289,0.002718910574913025,0.0014571938663721085,0.008917272090911865
1669634808.728012,0.0022897887974977493,-0.0007137805223464966,0.017439544200897217,-0.0005062073469161987,-0.0025795726105570793,0.005871295928955078,0.002718910574913025,0.0014571938663721085,0.008917272090911865
1669634808.7300117,0.0022897887974977493,-0.0007137805223464966,0.017439544200897217,-0.0005062073469161987,-0.0025795726105570793,0.005871295928955078,0.002253293991088867,0.0029333271086215973,0.012282133102416992
